Symbol,Company Name,Industry,Market Cap
LAW,CS Disco,Software-Application,1464782574
LAX,8i Acquisition 2,Blank Check / SPAC,109738375
LAZ,Lazard,Capital Markets,3386184418
LAZR,Luminar Technologies,Auto Components,2271000575
LAZY,Lazydays Holdings,Specialty Retail,156523955
LBAI,Lakeland Bancorp,Banks,988538237
LBBB,Lakeshore Acquisition II,Blank Check / SPAC,90592255
LBC,Luther Burbank,Thrifts & Mortgage Finance,664118907
LBPH,Longboard Pharmaceuticals,Biotechnology,59737438
LBPS,4D pharma,Biotechnology,37194626
LBRDA,Liberty Broadband,Media,19482632116
LBRDK,Liberty Broadband,Media,19477057464
LBRT,Liberty Oilfield Services,Energy Equipment & Services,2400984052
LBTYA,Liberty Global,Media,11077174251
LBTYB,Liberty Global,Diversified Telecommunication Services,11857559034
LBTYK,Liberty Global,Media,11129574400
LC,LendingClub,Consumer Finance,1509405439
LCA,Landcadia Holdings IV,Blank Check / SPAC,613749950
LCAA,L Catterton Asia Acquisition,Blank Check / SPAC,353480222
LCFY,Locafy,Internet Content & Information,8827384
LCI,Lannett Company,Pharmaceuticals,25388819
LCID,Lucid Group,Automobiles,31255320569
LCII,LCI Industries,Auto Components,3308550605
LCNB,LCNB Corporation,Banks,172279671
LCTX,Lineage Cell Therapeutics,Biotechnology,276655006
LCUT,Lifetime Brands,Household Durables,232936283
LCW,Learn CW Investment,Blank Check / SPAC,246749999
LDHA,LDH Growth I,Blank Check / SPAC,282324990
LDI,loanDepot,Mortgage Finance,530897630
LDOS,Leidos Holdings,IT Services,14069352385
LE,Lands' End,Internet & Direct Marketing Retail,426362652
LEA,Lear Corporation,Auto Components,8537551230
LEAP,Ribbit LEAP,Shell Companies,583294840
LECO,Lincoln Electric Holdings,Machinery,7570793370
LEDS,SemiLEDs,Semiconductors & Semiconductor Equipment,14088763
LEE,"Lee Enterprises,",Media,102707989
LEG,Leggett & Platt,Household Durables,5170107367
LEGA,"Lead Edge Growth Opportunities,",Blank Check / SPAC,423487480
LEGH,Legacy Housing,Household Durables,318114144
LEGN,Legend Biotech,Biotechnology,7788513747
LEJU,Leju Holdings,Internet & Direct Marketing Retail,28459181
LEN,Lennar,Household Durables,23611406260
LEN.B,Lennar,Construction & Engineering,23593357827
LESL,Leslie's,Home Improvement Retail,2744413435
LEU,Centrus Energy,"Oil, Gas & Consumable Fuels",417271680
LEV,The Lion Electric Company,Farm & Heavy Construction Machinery,914414014
LEVI,Levi Strauss & Co.,"Textiles, Apparel & Luxury Goods",7577236979
LEXX,Lexaria Bioscience,Biotechnology,16097455
LFAC,LF Capital Acquisition II,Blank Check / SPAC,325702045
LFC,China Life Insurance Company,Insurance,99276464122
LFG,Archaea Energy,Utilities-Renewable,1678956285
LFLY,Leafly Holdings,Pharmaceutical Retailers,227844895
LFMD,LifeMD,Pharmaceutical Retailers,70061814
LFST,Lifestance Health Group,Medical Care Facilities,2156100606
LFT,Lument Finance Trust,REIT-Mortgage,136830013
LFTR,Lefteris Acquisition,Blank Check / SPAC,257061882
LFUS,Littelfuse,"Electronic Equipment, Instruments & C...",6415981845
LFVN,LifeVantage,Personal Products,55144638
LGAC,Lazard Growth Acquisition I,Blank Check / SPAC,707968759
LGF.A,Lions Gate Entertainment,Entertainment,2093923631
LGF.B,Lions Gate Entertainment,Entertainment,2090261118
LGHL,Lion Group Holding,Capital Markets,49711595
LGIH,LGI Homes,Household Durables,2478334936
LGL,LGL Group,"Electronic Equipment, Instruments & C...",76337934
LGMK,LogicMark,Security & Protection Services,11434638
LGND,Ligand Pharmaceuticals,Biotechnology,1560513407
LGO,Largo,Other Industrial Metals & Mining,425677182
LGST,Semper Paratus Acquisition,Blank Check / SPAC,482688310
LGTO,Legato Merger II,Blank Check / SPAC,356955320
LGV,Longview Acquisition II,Blank Check / SPAC,846974970
LGVC,LAMF Global Ventures I,Blank Check / SPAC,348392990
LGVN,Longeveron,Biotechnology,126671875
LH,Laboratory Corporation of America Holdings,Health Care Providers & Services,22886703000
LHAA,Lerer Hippeau Acquisition,Blank Check / SPAC,279762551
LHC,Leo Holdings II,Blank Check / SPAC,462656249
LHCG,LHC Group,Health Care Providers & Services,5052550505
LHDX,Lucira Health,Medical Devices,115218525
LHX,L3Harris Technologies,Aerospace & Defense,43647614763
LI,Li Auto,Automobiles,35067101176
LIAN,LianBio,Biotechnology,239287758
LIBY,Liberty Resources Acquisition,Blank Check / SPAC,149500159
LICY,Li-Cycle Holdings,Waste Management,1147102204
LIDR,"AEye, Inc.",Auto Parts,302121600
LIFE,aTyr Pharma,Biotechnology,96232766
LII,Lennox International,Building Products,8056229244
LILA,Liberty Latin America,Diversified Telecommunication Services,1584802560
LILAK,Liberty Latin America,Media,1589222650
LILM,Lilium,Aerospace & Defense,803654078
LIN,Linde,Chemicals,1.4483E+11
LINC,Lincoln Educational Services,Diversified Consumer Services,190821407
LIND,Lindblad Expeditions Holdings,"Hotels, Restaurants & Leisure",359141114
LINK,Interlink Electronics,"Electronic Equipment, Instruments & C...",57441741
LION,Lionheart III,Blank Check / SPAC,160410250
LIQT,LiqTech International,Machinery,22378745
LITB,LightInTheBox Holding Co.,Internet & Direct Marketing Retail,123213598
LITE,Lumentum Holdings,Communications Equipment,5827740084
LITM,Snow Lake Resources,Other Industrial Metals & Mining,42997051
LITT,Logistics Innovation Technologies,Shell Companies,415040860
LIVB,LIV Capital Acquisition II,Blank Check / SPAC,126346800
LIVE,Live Ventures,Household Durables,101838297
LIVN,LivaNova,Health Care Equipment & Supplies,3272702405
LIXT,Lixte Biotechnology Holdings,Biotechnology,13317280
LIZI,Lizhi,Internet Content & Information,58933451
LJAQ,LightJump Acquisition,Blank Check / SPAC,175436979
LJPC,La Jolla Pharmaceutical Company,Biotechnology,154891055
LKCO,Luokung Technology,Interactive Media & Services,154062591
LKFN,Lakeland Financial,Banks,1867500648
LKQ,LKQ Corporation,Distributors,15060856824
LL,Lumber Liquidators Holdings,Specialty Retail,290640121
LLAP,Terran Orbital,Aerospace & Defense,639419840
LLL,JX Luxventure,Apparel Manufacturing,17205466
LLY,Eli Lilly and Company,Pharmaceuticals,3.15026E+11
LMACA,Liberty Media Acquisition,Blank Check / SPAC,708687480
LMAO,LMF Acquisition Opportunities,Blank Check / SPAC,133148599
LMAT,LeMaitre Vascular,Health Care Equipment & Supplies,1028231680
LMB,Limbach Holdings,Construction & Engineering,54721275
LMDX,LumiraDx,Diagnostics & Research,362768095
LMFA,LM Funding America,Diversified Financial Services,12244853
LMND,Lemonade,Insurance,1197914103
LMNL,Liminal BioSciences,Biotechnology,12913721
LMNR,Limoneira Company,Food Products,239111600
LMPX,LMP Automotive Holdings,Specialty Retail,56180320
LMST,Limestone Bancorp,Banks,163827273
LMT,Lockheed Martin,Aerospace & Defense,1.06008E+11
LNC,Lincoln National,Insurance,8626581491
LND,BrasilAgro Cia Brasileira de Propriedades Agricolas,Food Products,444984300
LNDC,Landec,Food Products,304849050
LNFA,L&F Acquisition,Blank Check / SPAC,78527141
LNG,Cheniere Energy,"Oil, Gas & Consumable Fuels",35559130419
LNN,Lindsay,Machinery,1557537542
LNSR,LENSAR,Medical Devices,72170136
LNT,Alliant Energy,Electric Utilities,14522131410
LNTH,Lantheus Holdings,Health Care Equipment & Supplies,4836644815
LNW,Light & Wonder,Gambling,4734480893
LOAN,Manhattan Bridge Capital,Mortgage Real Estate Investment Trust...,63221950
LOB,Live Oak Bancshares,Banks,1572631410
LOCC,Live Oak Crestview Climate Acquisition,Blank Check / SPAC,242499999
LOCL,Local Bounti,Farm Products,365130527
LOCO,El Pollo Loco Holdings,"Hotels, Restaurants & Leisure",353926584
LODE,Comstock Mining,Metals & Mining,41491503
LOGC,LogicBio Therapeutics,Biotechnology,13419114
LOGI,Logitech International,"Technology Hardware, Storage & Periph...",8849816553
LOKM,Live Oak Mobility Acquisition,Blank Check / SPAC,310557500
LOMA,Loma Negra Compania Industrial Argentina,Construction Materials,574862780
LOOP,Loop Industries,Chemicals,291040285
LOPE,Grand Canyon Education,Diversified Consumer Services,3060324080
LOTZ,CarLotz,Auto & Truck Dealerships,47971980
LOV,Spark Networks SE,Interactive Media & Services,94043281
LOVE,The Lovesac Company,Household Durables,476141264
LOW,Lowe's Companies,Specialty Retail,1.24502E+11
LPCN,Lipocine,Pharmaceuticals,69471799
LPG,Dorian LPG,"Oil, Gas & Consumable Fuels",655003200
LPI,Laredo Petroleum,"Oil, Gas & Consumable Fuels",1366284281
LPL,LG Display Co.,"Electronic Equipment, Instruments & C...",4187552762
LPLA,LPL Financial Holdings,Capital Markets,15666684807
LPRO,Open Lending,Capital Markets,1283637110
LPSN,LivePerson,Software,1035574325
LPTH,LightPath Technologies,"Electronic Equipment, Instruments & C...",44086284
LPTX,Leap Therapeutics,Biotechnology,95383975
LPX,Louisiana-Pacific,Paper & Forest Products,5002895816
LQDA,Liquidia,Pharmaceuticals,328800415
LQDT,Liquidity Services,Internet & Direct Marketing Retail,636722175
LRCX,Lam Research,Semiconductors & Semiconductor Equipment,63455182696
LRFC,Logan Ridge Finance,Asset Management,49178809
LRMR,Larimar Therapeutics,Biotechnology,32232928
LRN,Stride,Diversified Consumer Services,1838802142
LSAK,Lesaka Technologies,Software-Infrastructure,318972093
LSBK,Lake Shore Bancorp,Thrifts & Mortgage Finance,79417219
LSCC,Lattice Semiconductor,Semiconductors & Semiconductor Equipment,7819057645
LSEA,Landsea Homes,Real Estate-Development,295445818
LSF,Laird Superfood,Packaged Foods,18279060
LSI,Life Storage,Equity Real Estate Investment Trusts ...,10041911208
LSPD,Lightspeed Commerce,Software,2856971258
LSPR,Larkspur Health Acquisition,Blank Check / SPAC,96538296
LSTR,Landstar System,Road & Rail,5397148648
LTBR,Lightbridge,Professional Services,61318995
LTC,LTC Properties,Equity Real Estate Investment Trusts ...,1413812984
LTCH,Latch,Software-Application,169439391
LTH,Life Time Group Holdings,Leisure,2720025331
LTHM,Livent,Chemicals,4128012280
LTRN,Lantern Pharma,Biotechnology,54479427
LTRPA,Liberty TripAdvisor Holdings,Interactive Media & Services,93985103
LTRPB,Liberty TripAdvisor Holdings,Interactive Media & Services,85793328
LTRX,Lantronix,Communications Equipment,197652640
LTRY,Lottery.com,Gambling,39593424
LU,Lufax Holding,Consumer Finance,10971887616
LUCD,Lucid Diagnostics,Medical Devices,107167774
LULU,Lululemon Athletica,"Textiles, Apparel & Luxury Goods",38461390567
LUMN,Lumen Technologies,Diversified Telecommunication Services,10981427194
LUMO,Lumos Pharma,Biotechnology,61681217
LUNA,Luna Innovations,"Electronic Equipment, Instruments & C...",200384639
LUNG,Pulmonx,Health Care Equipment & Supplies,593494386
LUV,Southwest Airlines Company,Airlines,24085872638
LUXA,Lux Health Tech Acquisition,Blank Check / SPAC,427800000
LVAC,LAVA Medtech Acquisition,Blank Check / SPAC,143893750
LVLU,Lulu's Fashion Lounge Holdings,Apparel Retail,323087232
LVO,LiveOne,Entertainment,99635407
LVOX,LiveVox Holding,Software-Infrastructure,161518494
LVRA,Levere Holdings,Blank Check / SPAC,333003064
LVS,Las Vegas Sands,"Hotels, Restaurants & Leisure",29685633018
LVTX,LAVA Therapeutics,Biotechnology,70624870
LW,Lamb Weston Holdings,Food Products,10813302719
LWAY,Lifeway Foods,Food Products,76902301
LWLG,Lightwave Logic,Chemicals,1183012989
LX,LexinFintech Holdings,Consumer Finance,392748574
LXEH,Lixiang Education Holding Co.,Education & Training Services,34666840
LXFR,Luxfer Holdings,Machinery,431478168
LXP,Lexington Realty Trust,Equity Real Estate Investment Trusts ...,3099444223
LXRX,Lexicon Pharmaceuticals,Biotechnology,460749501
LXU,LSB Industries,Chemicals,1135674106
LYB,LyondellBasell Industries NV,Chemicals,28673689584
LYEL,Lyell Immunopharma,Biotechnology,1439889790
LYFT,"Lyft, Inc.",Road & Rail,4631640566
LYG,Lloyds Banking Group,Banks,36776058878
LYL,Dragon Victory International,Consumer Finance,16551024
LYLT,Loyalty Ventures,Software-Infrastructure,71619462
LYRA,Lyra Therapeutics,Biotechnology,192860106
LYT,Lytus Technologies Holdings PTV. LTD.,Software-Application,102570159
LYTS,LSI Industries,Electrical Equipment,164194800
LYV,Live Nation Entertainment,Entertainment,21036623821
LZ,LegalZoom.com,Specialty Business Services,2030483959
LZB,La-Z-Boy,Household Durables,1165115501
M,Macy's,Multiline Retail,4882167281
MA,Mastercard,IT Services,3.34794E+11
MAA,Mid-America Apartment Communities,Equity Real Estate Investment Trusts ...,20552155026
MAAQ,Mana Capital Acquisition,Blank Check / SPAC,81006250
MAC,The Macerich Company,Equity Real Estate Investment Trusts ...,2310784253
MACA,Moringa Acquisition,Blank Check / SPAC,146173200
MACC,Mission Advancement,Blank Check / SPAC,423918750
MACK,Merrimack Pharmaceuticals,Biotechnology,69464830
MAG,MAG Silver,Metals & Mining,1125309438
MAIN,Main Street Capital,Capital Markets,3095773422
MAN,ManpowerGroup,Professional Services,4019850422
MANH,Manhattan Associates,Software,7507981722
MANT,ManTech International,IT Services,3921991906
MANU,Manchester United,Entertainment,1835413881
MAPS,WM Technology,Software-Application,582094013
MAQC,Maquia Capital Acquisition,Blank Check / SPAC,229650470
MAR,Marriott International,"Hotels, Restaurants & Leisure",50073321325
MARA,Marathon Digital Holdings,IT Services,1229995130
MARK,Remark Holdings,Internet & Direct Marketing Retail,45217940
MARPS,Marine Petroleum Trust,"Oil, Gas & Consumable Fuels",15680000
MAS,Masco,Building Products,13073435621
MASI,Masimo,Health Care Equipment & Supplies,7705121224
MASS,908 Devices,Medical Devices,660811696
MAT,Mattel,Leisure Products,7807742454
MATV,Mativ Holdings,Paper & Paper Products,1163849341
MATW,Matthews International,Commercial Services & Supplies,851528640
MATX,Matson,Marine,3474397894
MAX,MediaAlpha,Internet Content & Information,736245951
MAXN,Maxeon Solar Technologies,Semiconductors & Semiconductor Equipment,512122777
MAXR,Maxar Technologies,Aerospace & Defense,1948924154
MAYS,J.W. Mays,Real Estate Management & Development,92524302
MBAC,M3-Brigade Acquisition II,Blank Check / SPAC,490000000
MBCN,Middlefield Banc,Banks,147873407
MBI,MBIA Inc.,Insurance,673648822
MBIN,Merchants Bancorp,Thrifts & Mortgage Finance,1045782701
MBIO,Mustang Bio,Biotechnology,56614019
MBOT,Microbot Medical,Health Care Equipment & Supplies,35185243
MBRX,Moleculin Biotech,Biotechnology,48868894
MBSC,M3-Brigade Acquisition III,Blank Check / SPAC,324632250
MBT,Mobile TeleSystems PJSC,Wireless Telecommunication Services,6986429950
MBTC,Nocturne Acquisition,Blank Check / SPAC,152110000
MBUU,Malibu Boats,Leisure Products,1240437489
MBWM,Mercantile Bank,Banks,539435942
MC,Moelis & Company,Capital Markets,2961152000
MCAA,Mountain & Co. I Acquisition,Blank Check / SPAC,292100000
MCAC,Monterey Capital Acquisition,Blank Check / SPAC,134862000
MCAE,Mountain Crest Acquisition III,Blank Check / SPAC,69946703
MCAF,Mountain Crest Acquisition IV,Blank Check / SPAC,74592525
MCAG,Mountain Crest Acquisition V,Blank Check / SPAC,89085623
MCB,Metropolitan Bank Holding,Banks,826317051
MCBC,Macatawa Bank,Banks,314794232
MCBS,MetroCity Bankshares,Banks,528402900
MCD,McDonald's,"Hotels, Restaurants & Leisure",1.85168E+11
MCFT,MasterCraft Boat Holdings,Leisure Products,426204027
MCG,Membership Collective Group,Lodging,1342163066
MCHP,Microchip Technology,Semiconductors & Semiconductor Equipment,35690463170
MCHX,Marchex,Media,83781127
MCK,McKesson,Health Care Providers & Services,48545603370
MCLD,mCloud Technologies,Software-Application,44999277
MCO,Moody's,Capital Markets,53612007384
MCRB,Seres Therapeutics,Biotechnology,363512670
MCRI,Monarch Casino & Resort,"Hotels, Restaurants & Leisure",1177484154
MCS,The Marcus Corporation,Entertainment,526923697
MCW,Mister Car Wash,Personal Services,3376378362
MCY,Mercury General,Insurance,2299007988
MD,MEDNAX,Health Care Providers & Services,2020103794
MDB,MongoDB,IT Services,19714523002
MDC,M.D.C. Holdings,Household Durables,2592439018
MDGL,Madrigal Pharmaceuticals,Biotechnology,1130534607
MDGS,Medigus,Health Care Equipment & Supplies,285260799
MDH,MDH Acquisition,Blank Check / SPAC,339825019
MDIA,Mediaco Holding,Broadcasting,17109120
MDJH,MDJM Ltd.,Real Estate Management & Development,21132112
MDLZ,Mondelez International,Food Products,86854819827
MDNA,Medicenna Therapeutics,Biotechnology,77136615
MDRR,Medalist Diversified REIT,Equity Real Estate Investment Trusts ...,15375258
MDRX,Allscripts Healthcare Solutions,Health Care Technology,1750741754
MDT,Medtronic plc.,Health Care Equipment & Supplies,1.2058E+11
MDU,MDU Resources Group,Multi-Utilities,5541315049
MDV,Modiv,REIT-Diversified,110551264
MDVL,MedAvail Holdings,Pharmaceutical Retailers,105557358
MDWD,MediWound,Pharmaceuticals,55676208
MDWT,Midwest Holding,Insurance-Life,43617313
MDXG,MiMedx Group,Biotechnology,393334910
MDXH,MDxHealth,Diagnostics & Research,109178300
ME,23andMe Holding Co.,Diagnostics & Research,1259199615
MEAC,Mercury Ecommerce Acquisition,Blank Check / SPAC,224391404
MEC,Mayville Engineering Company,Metals & Mining,140854315
MED,Medifast,Personal Products,1978283934
MEDP,Medpace Holdings,Life Sciences Tools & Services,5355933536
MEDS,TRxADE HEALTH,Pharmaceutical Retailers,14235009
MEG,Montrose Environmental Group,Media,1115919082
MEI,Methode Electronics,"Electronic Equipment, Instruments & C...",1477377527
MEIP,MEI Pharma,Biotechnology,67947463
MEKA,MELI Kaszek Pioneer,Blank Check / SPAC,294574740
MELI,MercadoLibre,Internet & Direct Marketing Retail,38427332365
MEOA,Minority Equality Opportunities Acquisition,Blank Check / SPAC,161622461
MEOH,Methanex,Chemicals,2879439329
MERC,Mercer International,Paper & Forest Products,1072007743
MESA,Mesa Air Group,Airlines,78044472
MESO,Mesoblast,Biotechnology,429300286
MET,MetLife,Insurance,50117885903
META,Meta Platforms,Interactive Media & Services,4.51008E+11
METC,Ramaco Resources,Metals & Mining,521540628
METX,Meten Edtechx Education Group,Education & Training Services,12202601
MF,Missfresh,Grocery Stores,68845871
MFA,MFA Financial,Mortgage Real Estate Investment Trust...,1176183285
MFC,Manulife Financial,Insurance,33817841653
MFG,Mizuho Financial Group,Banks,30161741823
MFGP,Micro Focus International,Software,1149085823
MFH,Mercurity Fintech Holding,Software,13573695
MFIN,Medallion Financial,Consumer Finance,150999072
MG,MISTRAS Group,Professional Services,184792847
MGA,Magna International,Auto Components,17883926518
MGEE,MGE Energy,Electric Utilities,2767946712
MGI,MoneyGram International,IT Services,984926968
MGIC,Magic Software Enterprises,Software,962875375
MGLD,The Marygold Companies,Asset Management,53234280
MGM,MGM Resorts International,"Hotels, Restaurants & Leisure",13113880560
MGNI,Magnite,Internet & Direct Marketing Retail,1056599100
MGNX,MacroGenics,Biotechnology,218960591
MGPI,MGP Ingredients,Beverages,2230229408
MGRC,McGrath RentCorp,Commercial Services & Supplies,1952744373
MGTA,Magenta Therapeutics,Biotechnology,104074584
MGTX,MeiraGTx Holdings,Biotechnology,377805406
MGY,Magnolia Oil & Gas,"Oil, Gas & Consumable Fuels",6068409342
MGYR,Magyar Bancorp,Thrifts & Mortgage Finance,84109167
MHH,Mastech Digital,Professional Services,170045738
MHK,Mohawk Industries,Household Durables,8526987211
MHLD,Maiden Holdings,Insurance,178470527
MHO,M/I Homes,Household Durables,1291666516
MHUA,Meihua International Medical Technologies Co.,Medical Instruments & Supplies,70564000
MICS,The Singing Machine Company,Consumer Electronics,22934520
MICT,"MICT, Inc.",Aerospace & Defense,89957671
MIDD,The Middleby Corporation,Machinery,7379064301
MIGI,Mawson Infrastructure Group,Capital Markets,57993036
MILE,Metromile,Insurance-Property & Casualty,129702687
MIMO,Airspan Networks Holdings,Telecom Services,245219040
MIND,MIND Technology,Energy Equipment & Services,11024141
MINM,Minim,Communication Equipment,17120629
MIR,Mirion Technologies,Specialty Industrial Machinery,1261352573
MIRM,Mirum Pharmaceuticals,Biotechnology,781271919
MIRO,Miromatrix Medical,Biotechnology,56079656
MIST,Milestone Pharmaceuticals,Pharmaceuticals,207069934
MIT,Mason Industrial Technology,Blank Check / SPAC,611875000
MITA,Coliseum Acquisition,Blank Check / SPAC,182437480
MITC,MeaTech 3D,Packaged Foods,43146730
MITK,Mitek Systems,Software,414643515
MITO,Stealth BioTherapeutics,Biotechnology,17526631
MITQ,Moving iMage Technologies,Photographic and Photocopying Equipme...,12560944
MITT,AG Mortgage Investment Trust,Mortgage Real Estate Investment Trust...,178233785
MIXT,MiX Telematics,Software,170921600
MKC,McCormick & Company,Food Products,22556594124
MKD,Molecular Data,Chemicals,5847264
MKFG,Markforged Holding,Computer Hardware,381497887
MKL,Markel,Insurance,17370711012
MKSI,MKS Instruments,Semiconductors & Semiconductor Equipment,6079676371
MKTW,MarketWise,Software-Application,75851463
MKTX,MarketAxess Holdings,Capital Markets,9990684555
ML,MoneyLion,Software-Application,348492895
MLAB,Mesa Laboratories,Health Care Equipment & Supplies,1073224967
MLAC,Malacca Straits Acquisition Company,Blank Check / SPAC,183641136
MLAI,McLaren Technology Acquisition,Blank Check / SPAC,252920444
MLCO,Melco Resorts & Entertainment,"Hotels, Restaurants & Leisure",2702288125
MLI,Mueller Industries,Machinery,3552934378
MLKN,MillerKnoll,"Furnishings, Fixtures & Appliances",2142662512
MLM,Martin Marietta Materials,Construction Materials,20601194293
MLNK,MeridianLink,Software-Application,1346491645
MLP,Maui Land & Pineapple Company,Real Estate Management & Development,187365120
MLR,Miller Industries,Machinery,260643260
MLSS,Milestone Scientific,Health Care Equipment & Supplies,64326363
MLTX,MoonLake Immunotherapeutics,Shell Companies,260694736
MLVF,Malvern Bancorp,Banks,121925508
MMAT,Meta Materials,Electronic Components,330721759
MMC,Marsh & McLennan Companies,Insurance,78256005112
MMI,Marcus & Millichap,Real Estate Management & Development,1492579048
MMLP,Martin Midstream Partners,"Oil, Gas & Consumable Fuels",162396335
MMM,3M Company,Industrial Conglomerates,76322193348
MMMB,MamaMancini's Holdings,Food Products,49380539
MMP,"Magellan Midstream Partners,","Oil, Gas & Consumable Fuels",10563239931
MMS,Maximus,IT Services,3934717903
MMSI,Merit Medical Systems,Health Care Equipment & Supplies,3073216764
MMX,Maverix Metals,Metals & Mining,582694460
MMYT,MakeMyTrip,Internet & Direct Marketing Retail,3057157105
MN,Manning & Napier,Capital Markets,241731152
MNDO,MIND CTI,Software,48029170
MNDT,Mandiant,Software,5347399668
MNDY,monday.com,Software-Application,4353637799
MNKD,MannKind,Biotechnology,878926206
MNMD,Mind Medicine (MindMed),Biotechnology,312875903
MNOV,MediciNova,Biotechnology,117710887
MNPR,Monopar Therapeutics,Biotechnology,27639111
MNRL,Brigham Minerals,"Oil, Gas & Consumable Fuels",1550341358
MNRO,Monro,Specialty Retail,1570364880
MNSB,MainStreet Bancshares,Banks,171148383
MNSO,Miniso Group Holding,Specialty Retail,2283169019
MNST,Monster Beverage,Beverages,50763669502
MNTK,Montauk Renewables,Utilities-Diversified,1543742967
MNTN,Everest Consolidator Acquisition,Blank Check / SPAC,216164042
MNTS,Momentus,Aerospace & Defense,149625023
MNTV,Momentive Global,Software,1423803642
MNTX,Manitex International,Machinery,124172360
MO,Altria Group,Tobacco,79356846071
MOBQ,Mobiquity Technologies,Media,9942600
MOD,Modine Manufacturing Company,Auto Components,635629753
MODN,Model N,Software,899244522
MODV,ModivCare,Health Care Providers & Services,1383348560
MOFG,MidWestOne Financial Group,Banks,482018539
MOG.A,Moog Inc.,Aerospace & Defense,2574471599
MOG.B,Moog Inc.,Aerospace & Defense,2551826400
MOGO,Mogo Inc.,Consumer Finance,74864951
MOGU,"Mogu, Inc.",Internet & Direct Marketing Retail,18539551
MOH,Molina Healthcare,Health Care Providers & Services,18062575461
MOHO,ECMOHO,Internet & Direct Marketing Retail,7615648
MOLN,Molecular Partners AG,Biotechnology,203975167
MOMO,Hello Group,Interactive Media & Services,922355390
MON,Monument Circle Acquisition,Blank Check / SPAC,307812509
MOND,Mondee Holdings,Shell Companies,701511100
MOR,MorphoSys AG,Biotechnology,733729935
MORF,Morphic Holding,Biotechnology,960179246
MORN,Morningstar,Capital Markets,10543348490
MOS,The Mosaic Company,Chemicals,18284265470
MOTS,Motus GI Holdings,Health Care Equipment & Supplies,12746366
MOV,Movado Group,"Textiles, Apparel & Luxury Goods",791652965
MOVE,Movano,Internet Software & Services,84417767
MOXC,Moxian,Internet & Direct Marketing Retail,36265791
MP,MP Materials,Metals & Mining,5533516777
MPAA,Motorcar Parts of America,Auto Components,277985883
MPAC,Model Performance Acquisition,Blank Check / SPAC,77033250
MPB,Mid Penn Bancorp,Banks,451388392
MPC,Marathon Petroleum,"Oil, Gas & Consumable Fuels",48040357864
MPLN,MultiPlan,Health Information Services,3271746560
MPLX,MPLX LP,"Oil, Gas & Consumable Fuels",31634376687
MPRA,Mercato Partners Acquisition,Blank Check / SPAC,287500000
MPW,Medical Properties Trust,Equity Real Estate Investment Trusts ...,10081679344
MPWR,Monolithic Power Systems,Semiconductors & Semiconductor Equipment,20069550040
MPX,Marine Products,Leisure Products,347229214
MQ,Marqeta,Software-Infrastructure,4845524989
MRAI,Marpai,Healthcare Plans,16044882
MRAM,Everspin Technologies,Semiconductors & Semiconductor Equipment,106577688
MRBK,Meridian,Banks,172671192
MRC,MRC Global,Trading Companies & Distributors,940859135
MRCC,Monroe Capital,Capital Markets,194346719
MRCY,Mercury Systems,Aerospace & Defense,3583236040
MREO,Mereo BioPharma Group,Biotechnology,166114431
MRIN,Marin Software,Software,28331576
MRK,Merck & Co.,Pharmaceuticals,2.28933E+11
MRKR,Marker Therapeutics,Biotechnology,28114409
MRM,Medirom Healthcare Technologies,Personal Services,31638600
MRNA,Moderna,Biotechnology,65904857051
MRNS,Marinus Pharmaceuticals,Pharmaceuticals,213955211
MRO,Marathon Oil,"Oil, Gas & Consumable Fuels",16404278260
MRSN,Mersana Therapeutics,Biotechnology,542181372
MRTN,Marten Transport,Road & Rail,1598418038
MRTX,Mirati Therapeutics,Biotechnology,3715304945
MRUS,Merus,Biotechnology,1073074414
MRVI,Maravai LifeSciences Holdings,Biotechnology,6464393715
MRVL,Marvell Technology,Semiconductors & Semiconductor Equipment,44211818469
MS,Morgan Stanley,Capital Markets,1.42234E+11
MSA,MSA Safety,Commercial Services & Supplies,5081411045
MSAC,Medicus Sciences Acquisition,Blank Check / SPAC,113943150
MSB,Mesabi Trust,Metals & Mining,374576000
MSBI,Midland States Bancorp,Banks,576079212
MSC,Studio City International Holdings,"Hotels, Restaurants & Leisure",417915966
MSCI,MSCI Inc.,Capital Markets,35633536989
MSDA,MSD Acquisition,Blank Check / SPAC,706531259
MSEX,Middlesex Water Company,Water Utilities,1603155051
MSFT,Microsoft,Software,1.9358E+12
MSGE,Madison Square Garden Entertainment,Entertainment,1991538671
MSGM,Motorsport Games,Electronic Gaming & Multimedia,6945791
MSGS,Madison Square Garden Sports,Entertainment,3814931050
MSI,Motorola Solutions,Communications Equipment,37392547776
MSM,MSC Industrial Direct Company,Trading Companies & Distributors,4425582550
MSN,Emerson Radio,Household Durables,13439972
MSPR,MSP Recovery,Shell Companies,23771308
MSSA,Metal Sky Star Acquisition,Blank Check / SPAC,144844250
MSTR,MicroStrategy,Software,3003553084
MSVB,Mid-Southern Bancorp,Thrifts & Mortgage Finance,38567464
MT,ArcelorMittal,Metals & Mining,21112692728
MTA,Metalla Royalty & Streaming,Metals & Mining,204066956
MTAC,MedTech Acquisition,Blank Check / SPAC,308750009
MTAL,Metals Acquisition,Blank Check / SPAC,324806300
MTB,M&T Bank,Banks,30344093670
MTBC,CareCloud,Health Care Technology,63578937
MTC,MMTec,Software,5458380
MTCH,Match Group,Interactive Media & Services,20377059265
